88888,468,916,99999
88888,468,904,99999
88888,468,896,99999
88888,464,886,99999
88888,464,873,99999
88888,462,867,99999
88888,459,857,99999
88888,457,847,99999
88888,457,836,99999
88888,453,826,99999
88888,451,818,99999
88888,451,806,99999
88888,449,796,99999
88888,449,787,99999
88888,447,775,99999
88888,443,767,99999
88888,443,757,99999
88888,443,751,99999
88888,439,740,99999
88888,441,732,99999
88888,439,722,99999
88888,435,714,99999
88888,435,706,99999
88888,433,693,99999
88888,433,685,99999
88888,431,679,99999
88888,431,673,99999
88888,429,665,99999
88888,429,659,99999
88888,429,650,99999
88888,429,642,99999
88888,425,636,99999
88888,427,628,99999
88888,427,622,99999
88888,425,610,99999
88888,423,601,99999
88888,423,591,99999
88888,423,585,99999
88888,423,573,99999
88888,423,569,99999
88888,423,558,99999
88888,419,546,99999
88888,419,540,99999
88888,419,528,99999
88888,419,522,99999
88888,419,515,99999
88888,417,507,99999
88888,417,495,99999
88888,419,489,99999
88888,419,485,99999
88888,417,477,99999
88888,417,471,99999
88888,417,462,99999
88888,414,456,99999
88888,414,450,99999
88888,414,444,99999
88888,414,436,99999
88888,414,430,99999
88888,412,424,99999
88888,412,413,99999
88888,410,405,99999
88888,408,393,99999
88888,406,385,99999
88888,406,376,99999
88888,406,368,99999
88888,406,362,99999
88888,406,352,99999
88888,406,346,99999
88888,402,336,99999
88888,402,327,99999
88888,402,321,99999
88888,402,313,99999
88888,400,301,99999
88888,402,295,99999
88888,402,282,99999
88888,402,270,99999
88888,402,260,99999
88888,404,250,99999
88888,404,244,99999
88888,404,231,99999
88888,406,219,99999
88888,406,205,99999
88888,406,186,99999
88888,410,168,99999
88888,558,156,99999
88888,558,162,99999
88888,558,168,99999
88888,560,174,99999
88888,560,180,99999
88888,562,186,99999
88888,562,195,99999
88888,564,203,99999
88888,564,209,99999
88888,566,217,99999
88888,568,225,99999
88888,570,233,99999
88888,570,244,99999
88888,572,250,99999
88888,574,258,99999
88888,576,266,99999
88888,576,274,99999
88888,578,282,99999
88888,580,291,99999
88888,582,299,99999
88888,582,305,99999
88888,584,313,99999
88888,586,319,99999
88888,586,323,99999
88888,588,327,99999
88888,590,332,99999
88888,592,342,99999
88888,594,350,99999
88888,594,356,99999
88888,598,362,99999
88888,598,370,99999
88888,613,370,99999
88888,619,366,99999
88888,629,364,99999
88888,635,362,99999
88888,645,360,99999
88888,658,358,99999
88888,668,358,99999
88888,676,358,99999
88888,686,358,99999
88888,695,358,99999
88888,703,358,99999
88888,709,360,99999
88888,719,360,99999
88888,727,362,99999
88888,735,364,99999
88888,744,366,99999
88888,750,366,99999
88888,756,368,99999
88888,766,372,99999
88888,772,366,99999
88888,774,360,99999
88888,776,354,99999
88888,778,348,99999
88888,780,344,99999
88888,787,334,99999
88888,791,321,99999
88888,791,313,99999
88888,793,303,99999
88888,797,293,99999
88888,799,284,99999
88888,801,274,99999
88888,803,266,99999
88888,807,256,99999
88888,809,246,99999
88888,811,240,99999
88888,813,231,99999
88888,815,225,99999
88888,815,217,99999
88888,819,209,99999
88888,823,203,99999
88888,823,195,99999
88888,825,184,99999
88888,829,176,99999
88888,834,164,99999
88888,834,154,99999
88888,838,148,99999
88888,840,137,99999
88888,844,129,99999
88888,846,121,99999
88888,848,111,99999
88888,850,101,99999
88888,993,174,99999
88888,991,178,99999
88888,989,182,99999
88888,985,190,99999
88888,987,201,99999
88888,985,209,99999
88888,983,217,99999
88888,983,223,99999
88888,983,231,99999
88888,983,235,99999
88888,981,242,99999
88888,981,250,99999
88888,981,256,99999
88888,981,266,99999
88888,979,272,99999
88888,977,282,99999
88888,975,295,99999
88888,973,307,99999
88888,971,319,99999
88888,971,325,99999
88888,968,332,99999
88888,968,338,99999
88888,968,346,99999
88888,968,352,99999
88888,968,358,99999
88888,968,364,99999
88888,968,372,99999
88888,968,381,99999
88888,968,387,99999
88888,968,395,99999
88888,966,405,99999
88888,966,417,99999
88888,964,424,99999
88888,960,436,99999
88888,958,448,99999
88888,958,456,99999
88888,958,464,99999
88888,956,473,99999
88888,954,485,99999
88888,952,497,99999
88888,952,501,99999
88888,950,511,99999
88888,948,518,99999
88888,944,530,99999
88888,944,538,99999
88888,942,544,99999
88888,940,554,99999
88888,940,565,99999
88888,938,577,99999
88888,938,583,99999
88888,936,591,99999
88888,934,599,99999
88888,934,605,99999
88888,930,616,99999
88888,926,624,99999
88888,930,630,99999
88888,930,632,99999
88888,930,638,99999
88888,930,642,99999
88888,928,648,99999
88888,928,650,99999
88888,928,659,99999
88888,926,667,99999
88888,926,675,99999
88888,921,687,99999
88888,919,699,99999
88888,919,710,99999
88888,919,718,99999
88888,919,726,99999
88888,919,732,99999
88888,917,744,99999
88888,917,751,99999
88888,915,761,99999
88888,915,769,99999
88888,913,781,99999
88888,913,789,99999
88888,911,798,99999
88888,911,812,99999
88888,911,816,99999
