88888,733,1339,99999
88888,729,1345,99999
88888,725,1354,99999
88888,725,1360,99999
88888,723,1368,99999
88888,721,1374,99999
88888,719,1382,99999
88888,719,1390,99999
88888,719,1399,99999
88888,719,1411,99999
88888,719,1417,99999
88888,719,1423,99999
88888,719,1429,99999
88888,719,1435,99999
88888,719,1442,99999
88888,719,1450,99999
88888,719,1458,99999
88888,721,1464,99999
88888,723,1468,99999
88888,725,1474,99999
88888,727,1482,99999
88888,729,1487,99999
88888,733,1491,99999
88888,740,1495,99999
88888,744,1499,99999
88888,748,1501,99999
88888,758,1503,99999
88888,764,1505,99999
88888,772,1505,99999
88888,787,1505,99999
88888,793,1505,99999
88888,803,1501,99999
88888,813,1497,99999
88888,819,1493,99999
88888,825,1489,99999
88888,832,1482,99999
88888,838,1474,99999
88888,844,1468,99999
88888,846,1464,99999
88888,852,1456,99999
88888,854,1446,99999
88888,856,1437,99999
88888,860,1429,99999
88888,860,1423,99999
88888,860,1415,99999
88888,860,1411,99999
88888,862,1405,99999
88888,862,1395,99999
88888,862,1384,99999
88888,862,1372,99999
88888,858,1362,99999
88888,856,1350,99999
88888,854,1339,99999
88888,846,1335,99999
88888,836,1337,99999
88888,823,1337,99999
88888,813,1339,99999
88888,801,1339,99999
88888,791,1341,99999
88888,778,1341,99999
88888,768,1341,99999
88888,754,1341,99999
88888,746,1339,99999
