88888,392,1319,99999
88888,402,1323,99999
88888,412,1327,99999
88888,419,1327,99999
88888,427,1327,99999
88888,433,1327,99999
88888,437,1327,99999
88888,439,1327,99999
88888,445,1327,99999
88888,449,1327,99999
88888,455,1325,99999
88888,459,1323,99999
88888,464,1321,99999
88888,466,1317,99999
88888,466,1315,99999
88888,466,1311,99999
88888,466,1305,99999
88888,464,1303,99999
88888,459,1300,99999
88888,455,1298,99999
88888,451,1296,99999
88888,447,1294,99999
88888,443,1292,99999
88888,441,1290,99999
88888,437,1288,99999
88888,435,1286,99999
88888,431,1286,99999
88888,429,1284,99999
88888,427,1282,99999
88888,423,1280,99999
88888,421,1280,99999
88888,417,1276,99999
88888,414,1274,99999
88888,410,1272,99999
88888,406,1272,99999
88888,404,1268,99999
88888,400,1264,99999
88888,398,1264,99999
88888,392,1262,99999
88888,390,1260,99999
88888,386,1260,99999
88888,382,1260,99999
88888,380,1260,99999
88888,376,1262,99999
88888,376,1268,99999
88888,378,1272,99999
88888,380,1274,99999
88888,378,1278,99999
88888,378,1282,99999
88888,380,1286,99999
88888,380,1292,99999
88888,382,1294,99999
88888,382,1298,99999
88888,386,1305,99999
88888,388,1309,99999
