88888,676,1617,99999
88888,666,1617,99999
88888,658,1617,99999
88888,648,1617,99999
88888,639,1617,99999
88888,633,1617,99999
88888,627,1617,99999
88888,621,1617,99999
88888,617,1623,99999
88888,617,1628,99999
88888,615,1630,99999
88888,613,1632,99999
88888,611,1636,99999
88888,607,1638,99999
88888,603,1640,99999
88888,601,1640,99999
88888,598,1642,99999
88888,596,1642,99999
88888,594,1642,99999
88888,588,1642,99999
88888,582,1640,99999
88888,580,1640,99999
88888,574,1638,99999
88888,568,1636,99999
88888,564,1636,99999
88888,560,1634,99999
88888,553,1632,99999
88888,549,1632,99999
88888,545,1630,99999
88888,541,1628,99999
88888,537,1626,99999
88888,531,1623,99999
88888,527,1621,99999
88888,523,1619,99999
88888,519,1615,99999
88888,515,1613,99999
88888,511,1611,99999
88888,506,1609,99999
88888,500,1603,99999
88888,494,1599,99999
88888,488,1599,99999
88888,482,1599,99999
88888,480,1599,99999
88888,476,1599,99999
88888,472,1601,99999
88888,468,1601,99999
88888,464,1603,99999
88888,462,1605,99999
88888,459,1605,99999
88888,453,1607,99999
88888,451,1607,99999
88888,447,1607,99999
88888,441,1609,99999
88888,437,1611,99999
88888,431,1611,99999
88888,423,1611,99999
88888,419,1611,99999
88888,414,1613,99999
88888,410,1615,99999
88888,402,1615,99999
88888,396,1613,99999
88888,390,1613,99999
88888,386,1615,99999
88888,382,1615,99999
88888,378,1615,99999
88888,376,1615,99999
88888,370,1617,99999
88888,363,1617,99999
88888,357,1617,99999
88888,351,1617,99999
88888,345,1615,99999
88888,337,1615,99999
88888,327,1615,99999
88888,335,1609,99999
88888,343,1605,99999
88888,347,1601,99999
88888,357,1597,99999
88888,359,1595,99999
88888,365,1593,99999
88888,372,1591,99999
88888,378,1589,99999
88888,382,1585,99999
88888,390,1583,99999
88888,394,1579,99999
88888,402,1576,99999
88888,408,1574,99999
88888,414,1570,99999
88888,421,1566,99999
88888,425,1562,99999
88888,429,1556,99999
88888,431,1550,99999
88888,435,1546,99999
88888,439,1542,99999
88888,443,1534,99999
88888,447,1527,99999
88888,449,1523,99999
88888,449,1515,99999
88888,451,1511,99999
88888,453,1507,99999
88888,455,1501,99999
88888,455,1493,99999
88888,455,1487,99999
88888,457,1480,99999
88888,457,1470,99999
88888,455,1466,99999
88888,453,1458,99999
88888,453,1454,99999
88888,449,1446,99999
88888,447,1437,99999
88888,443,1431,99999
88888,441,1427,99999
88888,437,1419,99999
88888,435,1415,99999
88888,433,1409,99999
88888,429,1401,99999
88888,425,1395,99999
88888,423,1390,99999
88888,421,1386,99999
88888,419,1380,99999
88888,417,1370,99999
88888,410,1362,99999
88888,406,1354,99999
